municipio_codigo;municipio_nombre;sexo;nacionalidad_de_la_madre;numero_nacimientos
122; Ribatejada;Hombre;América del Sur;0
122; Ribatejada;Hombre;Apátridas;0
122; Ribatejada;Hombre;Asia;0
122; Ribatejada;Hombre;No consta;0
122; Ribatejada;Hombre;Oceanía;0
122; Ribatejada;Hombre;Otros países de América;0
122; Ribatejada;Hombre;Otros países de Europa;0
122; Ribatejada;Hombre;Unión Europea;4
122; Ribatejada;Mujer;África;0
122; Ribatejada;Mujer;América Central y del Caribe;0
122; Ribatejada;Mujer;América del Norte;0
122; Ribatejada;Mujer;América del Sur;0
122; Ribatejada;Mujer;Apátridas;0
122; Ribatejada;Mujer;Asia;0
122; Ribatejada;Mujer;No consta;0
122; Ribatejada;Mujer;Oceanía;0
122; Ribatejada;Mujer;Otros países de América;0
122; Ribatejada;Mujer;Otros países de Europa;0
122; Ribatejada;Mujer;Unión Europea;5
123; Rivas-Vaciamadrid;Hombre;África;11
123; Rivas-Vaciamadrid;Hombre;América Central y del Caribe;2
123; Rivas-Vaciamadrid;Hombre;América del Norte;0
123; Rivas-Vaciamadrid;Hombre;América del Sur;7
123; Rivas-Vaciamadrid;Hombre;Apátridas;0
123; Rivas-Vaciamadrid;Hombre;Asia;4
123; Rivas-Vaciamadrid;Hombre;No consta;0
123; Rivas-Vaciamadrid;Hombre;Oceanía;0
123; Rivas-Vaciamadrid;Hombre;Otros países de América;0
123; Rivas-Vaciamadrid;Hombre;Otros países de Europa;1
123; Rivas-Vaciamadrid;Hombre;Unión Europea;483
123; Rivas-Vaciamadrid;Mujer;África;19
123; Rivas-Vaciamadrid;Mujer;América Central y del Caribe;3
123; Rivas-Vaciamadrid;Mujer;América del Norte;0
123; Rivas-Vaciamadrid;Mujer;América del Sur;13
123; Rivas-Vaciamadrid;Mujer;Apátridas;0
123; Rivas-Vaciamadrid;Mujer;Asia;2
123; Rivas-Vaciamadrid;Mujer;No consta;0
123; Rivas-Vaciamadrid;Mujer;Oceanía;0
123; Rivas-Vaciamadrid;Mujer;Otros países de América;0
123; Rivas-Vaciamadrid;Mujer;Otros países de Europa;4
123; Rivas-Vaciamadrid;Mujer;Unión Europea;474
124; Robledillo de la Jara;Hombre;África;0
124; Robledillo de la Jara;Hombre;América Central y del Caribe;0
124; Robledillo de la Jara;Hombre;América del Norte;0
124; Robledillo de la Jara;Hombre;América del Sur;0
124; Robledillo de la Jara;Hombre;Apátridas;0
124; Robledillo de la Jara;Hombre;Asia;0
124; Robledillo de la Jara;Hombre;No consta;0
124; Robledillo de la Jara;Hombre;Oceanía;0
124; Robledillo de la Jara;Hombre;Otros países de América;0
124; Robledillo de la Jara;Hombre;Otros países de Europa;0
124; Robledillo de la Jara;Hombre;Unión Europea;0
124; Robledillo de la Jara;Mujer;África;0
124; Robledillo de la Jara;Mujer;América Central y del Caribe;0
124; Robledillo de la Jara;Mujer;América del Norte;0
124; Robledillo de la Jara;Mujer;América del Sur;0
124; Robledillo de la Jara;Mujer;Apátridas;0
124; Robledillo de la Jara;Mujer;Asia;0
124; Robledillo de la Jara;Mujer;No consta;0
124; Robledillo de la Jara;Mujer;Oceanía;0
124; Robledillo de la Jara;Mujer;Otros países de América;0
124; Robledillo de la Jara;Mujer;Otros países de Europa;0
124; Robledillo de la Jara;Mujer;Unión Europea;0
125; Robledo de Chavela;Hombre;África;1
125; Robledo de Chavela;Hombre;América Central y del Caribe;0
125; Robledo de Chavela;Hombre;América del Norte;0
125; Robledo de Chavela;Hombre;América del Sur;1
125; Robledo de Chavela;Hombre;Apátridas;0
125; Robledo de Chavela;Hombre;Asia;0
125; Robledo de Chavela;Hombre;No consta;0
125; Robledo de Chavela;Hombre;Oceanía;0
125; Robledo de Chavela;Hombre;Otros países de América;0
125; Robledo de Chavela;Hombre;Otros países de Europa;0
125; Robledo de Chavela;Hombre;Unión Europea;11
125; Robledo de Chavela;Mujer;África;0
125; Robledo de Chavela;Mujer;América Central y del Caribe;0
125; Robledo de Chavela;Mujer;América del Norte;0
125; Robledo de Chavela;Mujer;América del Sur;1
125; Robledo de Chavela;Mujer;Apátridas;0
125; Robledo de Chavela;Mujer;Asia;0
125; Robledo de Chavela;Mujer;No consta;0
125; Robledo de Chavela;Mujer;Oceanía;0
125; Robledo de Chavela;Mujer;Otros países de América;0
125; Robledo de Chavela;Mujer;Otros países de Europa;0
125; Robledo de Chavela;Mujer;Unión Europea;10
126; Robregordo;Hombre;África;0
126; Robregordo;Hombre;América Central y del Caribe;0
126; Robregordo;Hombre;América del Norte;0
126; Robregordo;Hombre;América del Sur;0
126; Robregordo;Hombre;Apátridas;0
126; Robregordo;Hombre;Asia;0
126; Robregordo;Hombre;No consta;0
126; Robregordo;Hombre;Oceanía;0
126; Robregordo;Hombre;Otros países de América;0
126; Robregordo;Hombre;Otros países de Europa;0
126; Robregordo;Hombre;Unión Europea;0
126; Robregordo;Mujer;África;0
126; Robregordo;Mujer;América Central y del Caribe;0
126; Robregordo;Mujer;América del Norte;0
126; Robregordo;Mujer;América del Sur;0
126; Robregordo;Mujer;Apátridas;0
126; Robregordo;Mujer;Asia;0
126; Robregordo;Mujer;No consta;0
126; Robregordo;Mujer;Oceanía;0
126; Robregordo;Mujer;Otros países de América;0
126; Robregordo;Mujer;Otros países de Europa;0
126; Robregordo;Mujer;Unión Europea;0
127; Rozas de Madrid (Las);Hombre;África;12
127; Rozas de Madrid (Las);Hombre;América Central y del Caribe;5
127; Rozas de Madrid (Las);Hombre;América del Norte;2
127; Rozas de Madrid (Las);Hombre;América del Sur;22
127; Rozas de Madrid (Las);Hombre;Apátridas;0
127; Rozas de Madrid (Las);Hombre;Asia;13
127; Rozas de Madrid (Las);Hombre;No consta;0
127; Rozas de Madrid (Las);Hombre;Oceanía;0
127; Rozas de Madrid (Las);Hombre;Otros países de América;0
127; Rozas de Madrid (Las);Hombre;Otros países de Europa;6
127; Rozas de Madrid (Las);Hombre;Unión Europea;429
127; Rozas de Madrid (Las);Mujer;África;8
127; Rozas de Madrid (Las);Mujer;América Central y del Caribe;4
127; Rozas de Madrid (Las);Mujer;América del Norte;0
127; Rozas de Madrid (Las);Mujer;América del Sur;23
127; Rozas de Madrid (Las);Mujer;Apátridas;0
127; Rozas de Madrid (Las);Mujer;Asia;9
127; Rozas de Madrid (Las);Mujer;No consta;0
127; Rozas de Madrid (Las);Mujer;Oceanía;0
127; Rozas de Madrid (Las);Mujer;Otros países de América;0
127; Rozas de Madrid (Las);Mujer;Otros países de Europa;4
127; Rozas de Madrid (Las);Mujer;Unión Europea;373
128; Rozas de Puerto Real;Hombre;África;0
128; Rozas de Puerto Real;Hombre;América Central y del Caribe;0
128; Rozas de Puerto Real;Hombre;América del Norte;0
128; Rozas de Puerto Real;Hombre;América del Sur;0
128; Rozas de Puerto Real;Hombre;Apátridas;0
128; Rozas de Puerto Real;Hombre;Asia;0
128; Rozas de Puerto Real;Hombre;No consta;0
128; Rozas de Puerto Real;Hombre;Oceanía;0
128; Rozas de Puerto Real;Hombre;Otros países de América;0
128; Rozas de Puerto Real;Hombre;Otros países de Europa;0
128; Rozas de Puerto Real;Hombre;Unión Europea;1
128; Rozas de Puerto Real;Mujer;África;0
128; Rozas de Puerto Real;Mujer;América Central y del Caribe;0
128; Rozas de Puerto Real;Mujer;América del Norte;0
128; Rozas de Puerto Real;Mujer;América del Sur;0
128; Rozas de Puerto Real;Mujer;Apátridas;0
128; Rozas de Puerto Real;Mujer;Asia;0
128; Rozas de Puerto Real;Mujer;No consta;0
128; Rozas de Puerto Real;Mujer;Oceanía;0
128; Rozas de Puerto Real;Mujer;Otros países de América;0
128; Rozas de Puerto Real;Mujer;Otros países de Europa;0
128; Rozas de Puerto Real;Mujer;Unión Europea;1
129; San Agustín del Guadalix;Hombre;África;2
129; San Agustín del Guadalix;Hombre;América Central y del Caribe;0
129; San Agustín del Guadalix;Hombre;América del Norte;1
129; San Agustín del Guadalix;Hombre;América del Sur;1
129; San Agustín del Guadalix;Hombre;Apátridas;0
129; San Agustín del Guadalix;Hombre;Asia;2
129; San Agustín del Guadalix;Hombre;No consta;0
129; San Agustín del Guadalix;Hombre;Oceanía;0
129; San Agustín del Guadalix;Hombre;Otros países de América;0
129; San Agustín del Guadalix;Hombre;Otros países de Europa;1
129; San Agustín del Guadalix;Hombre;Unión Europea;52
129; San Agustín del Guadalix;Mujer;África;3
129; San Agustín del Guadalix;Mujer;América Central y del Caribe;3
129; San Agustín del Guadalix;Mujer;América del Norte;0
129; San Agustín del Guadalix;Mujer;América del Sur;3
129; San Agustín del Guadalix;Mujer;Apátridas;0
129; San Agustín del Guadalix;Mujer;Asia;1
129; San Agustín del Guadalix;Mujer;No consta;0
129; San Agustín del Guadalix;Mujer;Oceanía;0
129; San Agustín del Guadalix;Mujer;Otros países de América;0
129; San Agustín del Guadalix;Mujer;Otros países de Europa;0
129; San Agustín del Guadalix;Mujer;Unión Europea;37
130; San Fernando de Henares;Hombre;África;0
130; San Fernando de Henares;Hombre;América Central y del Caribe;1
130; San Fernando de Henares;Hombre;América del Norte;0
130; San Fernando de Henares;Hombre;América del Sur;1
130; San Fernando de Henares;Hombre;Apátridas;0
130; San Fernando de Henares;Hombre;Asia;2
130; San Fernando de Henares;Hombre;No consta;0
130; San Fernando de Henares;Hombre;Oceanía;0
130; San Fernando de Henares;Hombre;Otros países de América;0
130; San Fernando de Henares;Hombre;Otros países de Europa;0
130; San Fernando de Henares;Hombre;Unión Europea;156
130; San Fernando de Henares;Mujer;África;1
130; San Fernando de Henares;Mujer;América Central y del Caribe;0
130; San Fernando de Henares;Mujer;América del Norte;0
130; San Fernando de Henares;Mujer;América del Sur;6
130; San Fernando de Henares;Mujer;Apátridas;0
130; San Fernando de Henares;Mujer;Asia;1
130; San Fernando de Henares;Mujer;No consta;0
130; San Fernando de Henares;Mujer;Oceanía;0
130; San Fernando de Henares;Mujer;Otros países de América;0
130; San Fernando de Henares;Mujer;Otros países de Europa;1
130; San Fernando de Henares;Mujer;Unión Europea;145
131; San Lorenzo de El Escorial;Hombre;África;5
131; San Lorenzo de El Escorial;Hombre;América Central y del Caribe;0
131; San Lorenzo de El Escorial;Hombre;América del Norte;0
131; San Lorenzo de El Escorial;Hombre;América del Sur;3
131; San Lorenzo de El Escorial;Hombre;Apátridas;0
131; San Lorenzo de El Escorial;Hombre;Asia;2
131; San Lorenzo de El Escorial;Hombre;No consta;0
131; San Lorenzo de El Escorial;Hombre;Oceanía;0
131; San Lorenzo de El Escorial;Hombre;Otros países de América;0
131; San Lorenzo de El Escorial;Hombre;Otros países de Europa;1
131; San Lorenzo de El Escorial;Hombre;Unión Europea;66
131; San Lorenzo de El Escorial;Mujer;África;6
131; San Lorenzo de El Escorial;Mujer;América Central y del Caribe;0
131; San Lorenzo de El Escorial;Mujer;América del Norte;0
131; San Lorenzo de El Escorial;Mujer;América del Sur;1
131; San Lorenzo de El Escorial;Mujer;Apátridas;0
131; San Lorenzo de El Escorial;Mujer;Asia;0
131; San Lorenzo de El Escorial;Mujer;No consta;0
131; San Lorenzo de El Escorial;Mujer;Oceanía;0
131; San Lorenzo de El Escorial;Mujer;Otros países de América;0
131; San Lorenzo de El Escorial;Mujer;Otros países de Europa;0
131; San Lorenzo de El Escorial;Mujer;Unión Europea;72
132; San Martín de la Vega;Hombre;África;11
132; San Martín de la Vega;Hombre;América Central y del Caribe;0
132; San Martín de la Vega;Hombre;América del Norte;1
132; San Martín de la Vega;Hombre;América del Sur;1
132; San Martín de la Vega;Hombre;Apátridas;0
132; San Martín de la Vega;Hombre;Asia;0
132; San Martín de la Vega;Hombre;No consta;0
132; San Martín de la Vega;Hombre;Oceanía;0
132; San Martín de la Vega;Hombre;Otros países de América;0
132; San Martín de la Vega;Hombre;Otros países de Europa;2
132; San Martín de la Vega;Hombre;Unión Europea;86
132; San Martín de la Vega;Mujer;África;13
132; San Martín de la Vega;Mujer;América Central y del Caribe;0
132; San Martín de la Vega;Mujer;América del Norte;0
132; San Martín de la Vega;Mujer;América del Sur;2
132; San Martín de la Vega;Mujer;Apátridas;0
132; San Martín de la Vega;Mujer;Asia;0
132; San Martín de la Vega;Mujer;No consta;0
132; San Martín de la Vega;Mujer;Oceanía;0
132; San Martín de la Vega;Mujer;Otros países de América;0
132; San Martín de la Vega;Mujer;Otros países de Europa;0
132; San Martín de la Vega;Mujer;Unión Europea;73
133; San Martín de Valdeiglesias;Hombre;África;6
133; San Martín de Valdeiglesias;Hombre;América Central y del Caribe;0
133; San Martín de Valdeiglesias;Hombre;América del Norte;0
133; San Martín de Valdeiglesias;Hombre;América del Sur;2
133; San Martín de Valdeiglesias;Hombre;Apátridas;0
133; San Martín de Valdeiglesias;Hombre;Asia;0
133; San Martín de Valdeiglesias;Hombre;No consta;0
133; San Martín de Valdeiglesias;Hombre;Oceanía;0
133; San Martín de Valdeiglesias;Hombre;Otros países de América;0
133; San Martín de Valdeiglesias;Hombre;Otros países de Europa;0
133; San Martín de Valdeiglesias;Hombre;Unión Europea;23
133; San Martín de Valdeiglesias;Mujer;África;10
133; San Martín de Valdeiglesias;Mujer;América Central y del Caribe;0
133; San Martín de Valdeiglesias;Mujer;América del Norte;0
133; San Martín de Valdeiglesias;Mujer;América del Sur;3
133; San Martín de Valdeiglesias;Mujer;Apátridas;0
133; San Martín de Valdeiglesias;Mujer;Asia;0
133; San Martín de Valdeiglesias;Mujer;No consta;0
133; San Martín de Valdeiglesias;Mujer;Oceanía;0
133; San Martín de Valdeiglesias;Mujer;Otros países de América;0
133; San Martín de Valdeiglesias;Mujer;Otros países de Europa;0
133; San Martín de Valdeiglesias;Mujer;Unión Europea;23
134; San Sebastián de los Reyes;Hombre;África;11
134; San Sebastián de los Reyes;Hombre;América Central y del Caribe;10
134; San Sebastián de los Reyes;Hombre;América del Norte;0
134; San Sebastián de los Reyes;Hombre;América del Sur;22
134; San Sebastián de los Reyes;Hombre;Apátridas;0
134; San Sebastián de los Reyes;Hombre;Asia;5
134; San Sebastián de los Reyes;Hombre;No consta;0
134; San Sebastián de los Reyes;Hombre;Oceanía;0
134; San Sebastián de los Reyes;Hombre;Otros países de América;0
134; San Sebastián de los Reyes;Hombre;Otros países de Europa;2
134; San Sebastián de los Reyes;Hombre;Unión Europea;415
134; San Sebastián de los Reyes;Mujer;África;14
134; San Sebastián de los Reyes;Mujer;América Central y del Caribe;7
134; San Sebastián de los Reyes;Mujer;América del Norte;1
134; San Sebastián de los Reyes;Mujer;América del Sur;25
134; San Sebastián de los Reyes;Mujer;Apátridas;0
134; San Sebastián de los Reyes;Mujer;Asia;7
134; San Sebastián de los Reyes;Mujer;No consta;0
134; San Sebastián de los Reyes;Mujer;Oceanía;0
134; San Sebastián de los Reyes;Mujer;Otros países de América;0
134; San Sebastián de los Reyes;Mujer;Otros países de Europa;1
134; San Sebastián de los Reyes;Mujer;Unión Europea;382
135; Santa María de la Alameda;Hombre;África;0
135; Santa María de la Alameda;Hombre;América Central y del Caribe;0
135; Santa María de la Alameda;Hombre;América del Norte;0
135; Santa María de la Alameda;Hombre;América del Sur;0
135; Santa María de la Alameda;Hombre;Apátridas;0
135; Santa María de la Alameda;Hombre;Asia;0
135; Santa María de la Alameda;Hombre;No consta;0
135; Santa María de la Alameda;Hombre;Oceanía;0
135; Santa María de la Alameda;Hombre;Otros países de América;0
135; Santa María de la Alameda;Hombre;Otros países de Europa;0
135; Santa María de la Alameda;Hombre;Unión Europea;2
135; Santa María de la Alameda;Mujer;África;4
135; Santa María de la Alameda;Mujer;América Central y del Caribe;0
135; Santa María de la Alameda;Mujer;América del Norte;0
135; Santa María de la Alameda;Mujer;América del Sur;1
135; Santa María de la Alameda;Mujer;Apátridas;0
135; Santa María de la Alameda;Mujer;Asia;0
135; Santa María de la Alameda;Mujer;No consta;0
135; Santa María de la Alameda;Mujer;Oceanía;0
135; Santa María de la Alameda;Mujer;Otros países de América;0
135; Santa María de la Alameda;Mujer;Otros países de Europa;0
135; Santa María de la Alameda;Mujer;Unión Europea;4
136; Santorcaz;Hombre;África;0
136; Santorcaz;Hombre;América Central y del Caribe;0
136; Santorcaz;Hombre;América del Norte;0
136; Santorcaz;Hombre;América del Sur;0
136; Santorcaz;Hombre;Apátridas;0
136; Santorcaz;Hombre;Asia;0
136; Santorcaz;Hombre;No consta;0
136; Santorcaz;Hombre;Oceanía;0
136; Santorcaz;Hombre;Otros países de América;0
136; Santorcaz;Hombre;Otros países de Europa;0
136; Santorcaz;Hombre;Unión Europea;1
136; Santorcaz;Mujer;África;0
136; Santorcaz;Mujer;América Central y del Caribe;0
136; Santorcaz;Mujer;América del Norte;0
136; Santorcaz;Mujer;América del Sur;0
136; Santorcaz;Mujer;Apátridas;0
136; Santorcaz;Mujer;Asia;0
136; Santorcaz;Mujer;No consta;0
136; Santorcaz;Mujer;Oceanía;0
136; Santorcaz;Mujer;Otros países de América;0
136; Santorcaz;Mujer;Otros países de Europa;0
136; Santorcaz;Mujer;Unión Europea;3
137; Santos de la Humosa (Los);Hombre;África;0
137; Santos de la Humosa (Los);Hombre;América Central y del Caribe;0
137; Santos de la Humosa (Los);Hombre;América del Norte;0
137; Santos de la Humosa (Los);Hombre;América del Sur;1
137; Santos de la Humosa (Los);Hombre;Apátridas;0
137; Santos de la Humosa (Los);Hombre;Asia;0
137; Santos de la Humosa (Los);Hombre;No consta;0
137; Santos de la Humosa (Los);Hombre;Oceanía;0
137; Santos de la Humosa (Los);Hombre;Otros países de América;0
137; Santos de la Humosa (Los);Hombre;Otros países de Europa;1
137; Santos de la Humosa (Los);Hombre;Unión Europea;17
137; Santos de la Humosa (Los);Mujer;África;2
137; Santos de la Humosa (Los);Mujer;América Central y del Caribe;0
137; Santos de la Humosa (Los);Mujer;América del Norte;0
137; Santos de la Humosa (Los);Mujer;América del Sur;0
137; Santos de la Humosa (Los);Mujer;Apátridas;0
137; Santos de la Humosa (Los);Mujer;Asia;0
137; Santos de la Humosa (Los);Mujer;No consta;0
137; Santos de la Humosa (Los);Mujer;Oceanía;0
137; Santos de la Humosa (Los);Mujer;Otros países de América;0
137; Santos de la Humosa (Los);Mujer;Otros países de Europa;0
137; Santos de la Humosa (Los);Mujer;Unión Europea;11
138; Serna del Monte (La);Hombre;África;0
138; Serna del Monte (La);Hombre;América Central y del Caribe;0
138; Serna del Monte (La);Hombre;América del Norte;0
138; Serna del Monte (La);Hombre;América del Sur;0
